[ 2023-07-30 16:20:54,841 ] 224 werkzeug - WARNING -  * Debugger is active!
[ 2023-07-30 16:20:54,841 ] 224 werkzeug - INFO -  * Debugger PIN: 117-428-366
[ 2023-07-30 16:20:54,874 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\smart_open\\__init__.py', reloading
[ 2023-07-30 16:20:54,874 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\smart_open\\smart_open_lib.py', reloading
[ 2023-07-30 16:20:54,883 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\smart_open\\compression.py', reloading
[ 2023-07-30 16:20:54,883 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\snappy\\__init__.py', reloading
[ 2023-07-30 16:20:54,883 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\sniffio\\__init__.py', reloading
[ 2023-07-30 16:20:54,891 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\sniffio\\_impl.py', reloading
[ 2023-07-30 16:20:54,891 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\snowballstemmer\\__init__.py', reloading
[ 2023-07-30 16:20:54,891 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\sortedcontainers\\__init__.py', reloading
[ 2023-07-30 16:20:54,899 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\sortedcontainers\\sortedlist.py', reloading
[ 2023-07-30 16:20:54,908 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\sortedcontainers\\sortedset.py', reloading
[ 2023-07-30 16:20:54,908 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\sortedcontainers\\sorteddict.py', reloading
[ 2023-07-30 16:20:54,908 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\soupsieve\\__init__.py', reloading
[ 2023-07-30 16:20:54,916 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\soupsieve\\util.py', reloading
[ 2023-07-30 16:20:54,916 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\sphinx\\__init__.py', reloading
[ 2023-07-30 16:20:54,924 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\spyder\\__init__.py', reloading
[ 2023-07-30 16:20:54,924 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\spyder_kernels\\__init__.py', reloading
[ 2023-07-30 16:20:54,924 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\sqlalchemy\\__init__.py', reloading
[ 2023-07-30 16:20:54,933 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\stack_data\\__init__.py', reloading
[ 2023-07-30 16:20:54,933 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\statsmodels\\__init__.py', reloading
[ 2023-07-30 16:20:54,941 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\statsmodels\\_version.py', reloading
[ 2023-07-30 16:20:54,941 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\sympy\\__init__.py', reloading
[ 2023-07-30 16:20:55,032 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\sympy\\release.py', reloading
[ 2023-07-30 16:20:55,032 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\sympy\\core\\__init__.py', reloading
[ 2023-07-30 16:20:55,040 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\sympy\\core\\sympify.py', reloading
[ 2023-07-30 16:20:55,040 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\sympy\\core\\cache.py', reloading
[ 2023-07-30 16:20:55,040 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\sympy\\core\\basic.py', reloading
[ 2023-07-30 16:20:55,049 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\sympy\\core\\traversal.py', reloading
[ 2023-07-30 16:20:55,049 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\sympy\\core\\singleton.py', reloading
[ 2023-07-30 16:20:55,049 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\sympy\\core\\expr.py', reloading
[ 2023-07-30 16:20:55,057 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\sympy\\core\\symbol.py', reloading
[ 2023-07-30 16:20:55,065 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\sympy\\core\\numbers.py', reloading
[ 2023-07-30 16:20:55,082 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\sympy\\core\\power.py', reloading
[ 2023-07-30 16:20:55,082 ] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\papal\\anaconda3\\Lib\\site-packages\\sympy\\core\\mul.py', reloading
